StockCode,Date,units_sold,revenue,n_invoices,units_roll_7,units_roll_14,units_roll_30,rev_roll_7,rev_roll_14,rev_roll_30,units_lag_1,units_lag_7,units_lag_14,day_of_week,day_of_month,month,quarter,is_weekend,is_dec
20725,2009-12-28,0,0.0,0,15.714285714285714,23.642857142857142,35.18518518518518,23.071428571428573,37.582142857142856,55.833333333333336,0.0,110.0,55.0,0,28,12,4,0,1
20725,2009-12-29,0,0.0,0,0.0,19.714285714285715,33.92857142857143,0.0,31.099999999999998,53.839285714285715,0.0,0.0,10.0,1,29,12,4,0,1
20725,2009-12-30,0,0.0,0,0.0,19.0,32.758620689655174,0.0,29.92142857142857,51.98275862068966,0.0,0.0,50.0,2,30,12,4,0,1
20725,2009-12-31,0,0.0,0,0.0,15.428571428571429,31.666666666666668,0.0,24.02857142857143,50.25,0.0,0.0,26.0,3,31,12,4,0,1
20725,2010-01-01,0,0.0,0,0.0,13.571428571428571,26.233333333333334,0.0,20.964285714285715,41.95166666666667,0.0,0.0,40.0,4,1,1,1,0,0
20725,2010-01-02,0,0.0,0,0.0,10.714285714285714,25.9,0.0,16.25,41.401666666666664,0.0,0.0,0.0,5,2,1,1,1,0
20725,2010-01-03,0,0.0,0,0.0,10.714285714285714,24.9,0.0,16.25,39.751666666666665,0.0,0.0,40.0,6,3,1,1,1,0
20725,2010-01-04,13,21.45,2,0.0,7.857142857142857,22.566666666666666,0.0,11.535714285714286,35.901666666666664,0.0,0.0,110.0,0,4,1,1,0,0
20725,2010-01-05,17,28.049999999999997,3,1.8571428571428572,0.9285714285714286,23.0,3.064285714285714,1.532142857142857,36.61666666666667,13.0,0.0,0.0,1,5,1,1,0,0
20725,2010-01-06,10,16.5,1,4.285714285714286,2.142857142857143,22.7,7.071428571428571,3.5357142857142856,36.12166666666667,17.0,0.0,0.0,2,6,1,1,0,0
20725,2010-01-07,120,178.0,3,5.714285714285714,2.857142857142857,22.533333333333335,9.428571428571429,4.714285714285714,35.84666666666667,10.0,0.0,0.0,3,7,1,1,0,0
20725,2010-01-08,34,56.099999999999994,3,22.857142857142858,11.428571428571429,24.766666666666666,34.857142857142854,17.428571428571427,38.865,120.0,0.0,0.0,4,8,1,1,0,0
20725,2010-01-09,0,0.0,0,27.714285714285715,13.857142857142858,20.9,42.871428571428574,21.435714285714287,33.151666666666664,34.0,0.0,0.0,5,9,1,1,1,0
20725,2010-01-10,120,178.0,3,27.714285714285715,13.857142857142858,19.566666666666666,42.871428571428574,21.435714285714287,30.951666666666664,0.0,0.0,0.0,6,10,1,1,1,0
20725,2010-01-11,24,39.6,1,44.857142857142854,22.428571428571427,22.533333333333335,68.3,34.15,35.18,120.0,13.0,0.0,0,11,1,1,0,0
20725,2010-01-12,0,0.0,0,46.42857142857143,24.142857142857142,23.333333333333332,70.89285714285714,36.978571428571435,36.5,24.0,17.0,0.0,1,12,1,1,0,0
20725,2010-01-13,10,16.5,1,44.0,24.142857142857142,22.3,66.88571428571429,36.978571428571435,34.794999999999995,0.0,10.0,0.0,2,13,1,1,0,0
20725,2010-01-14,110,161.5,2,44.0,24.857142857142858,20.8,66.88571428571429,38.15714285714286,32.32,10.0,120.0,0.0,3,14,1,1,0,0
20725,2010-01-15,10,16.5,1,42.57142857142857,32.714285714285715,24.133333333333333,64.52857142857142,49.69285714285714,37.15333333333333,110.0,34.0,0.0,4,15,1,1,0,0
20725,2010-01-16,0,0.0,0,39.142857142857146,33.42857142857143,22.8,58.871428571428574,50.871428571428574,34.95333333333333,10.0,0.0,0.0,5,16,1,1,1,0
20725,2010-01-17,24,39.6,4,39.142857142857146,33.42857142857143,21.933333333333334,58.871428571428574,50.871428571428574,33.52333333333333,0.0,120.0,0.0,6,17,1,1,1,0
20725,2010-01-18,2,3.3,1,25.428571428571427,35.142857142857146,21.4,39.1,53.699999999999996,32.64333333333333,24.0,24.0,13.0,0,18,1,1,0,0
20725,2010-01-19,29,47.85,4,22.285714285714285,34.357142857142854,21.466666666666665,33.91428571428572,52.403571428571425,32.75333333333333,2.0,0.0,17.0,1,19,1,1,0,0
20725,2010-01-20,172,253.8,5,26.428571428571427,35.214285714285715,21.1,40.75,53.81785714285714,32.14833333333333,29.0,10.0,10.0,2,20,1,1,0,0
20725,2010-01-21,113,166.45,3,49.57142857142857,46.785714285714285,23.166666666666668,74.64999999999999,70.76785714285714,35.225,172.0,110.0,120.0,3,21,1,1,0,0
20725,2010-01-22,126,187.9,4,50.0,46.285714285714285,26.933333333333334,75.35714285714286,69.94285714285715,40.77333333333333,113.0,10.0,34.0,4,22,1,1,0,0
20725,2010-01-23,0,0.0,0,66.57142857142857,52.857142857142854,31.133333333333333,99.84285714285714,79.35714285714286,47.03666666666666,126.0,0.0,0.0,5,23,1,1,1,0
20725,2010-01-24,30,49.5,2,66.57142857142857,52.857142857142854,31.133333333333333,99.84285714285714,79.35714285714286,47.03666666666666,0.0,24.0,120.0,6,24,1,1,1,0
20725,2010-01-25,57,94.05,8,67.42857142857143,46.42857142857143,32.13333333333333,101.25714285714285,70.17857142857143,48.68666666666666,30.0,2.0,24.0,0,25,1,1,0,0
20725,2010-01-26,248,369.2,5,75.28571428571429,48.785714285714285,34.03333333333333,114.22142857142858,74.06785714285715,51.821666666666665,57.0,29.0,0.0,1,26,1,1,0,0
20725,2010-01-27,22,36.3,3,106.57142857142857,66.5,42.3,160.12857142857143,100.4392857142857,64.12833333333333,248.0,172.0,10.0,2,27,1,1,0,0
20725,2010-01-28,40,66.0,4,85.14285714285714,67.35714285714286,43.03333333333333,129.05714285714285,101.85357142857141,65.33833333333332,22.0,113.0,110.0,3,28,1,1,0,0
20725,2010-01-29,110,161.5,2,74.71428571428571,62.357142857142854,44.36666666666667,114.70714285714284,95.03214285714284,67.53833333333333,40.0,126.0,10.0,4,29,1,1,0,0
20725,2010-01-30,0,0.0,0,72.42857142857143,69.5,48.03333333333333,110.93571428571428,105.3892857142857,72.92166666666667,110.0,0.0,0.0,5,30,1,1,1,0
20725,2010-01-31,20,33.0,1,72.42857142857143,69.5,48.03333333333333,110.93571428571428,105.3892857142857,72.92166666666667,0.0,30.0,24.0,6,31,1,1,1,0
20725,2010-02-01,22,36.3,3,71.0,69.21428571428571,48.7,108.57857142857142,104.91785714285713,74.02166666666668,20.0,57.0,2.0,0,1,2,1,0,0
20725,2010-02-02,61,100.65,1,66.0,70.64285714285714,49.43333333333333,100.32857142857142,107.275,75.23166666666665,22.0,248.0,29.0,1,2,2,1,0,0
20725,2010-02-03,40,66.0,3,39.285714285714285,72.92857142857143,51.46666666666667,61.964285714285715,111.04642857142856,78.58666666666666,61.0,22.0,172.0,2,3,2,1,0,0
20725,2010-02-04,60,99.0,5,41.857142857142854,63.5,52.36666666666667,66.20714285714286,97.63214285714285,80.07166666666667,40.0,40.0,113.0,3,4,2,1,0,0
20725,2010-02-05,30,45.5,2,44.714285714285715,59.714285714285715,53.8,70.92142857142856,92.8142857142857,82.43666666666667,60.0,110.0,126.0,4,5,2,1,0,0
20725,2010-02-06,0,0.0,0,33.285714285714285,52.857142857142854,54.46666666666667,54.35,82.64285714285714,83.40333333333334,30.0,0.0,0.0,5,6,2,1,1,0
20725,2010-02-07,110,161.5,2,33.285714285714285,52.857142857142854,50.46666666666667,54.35,82.64285714285714,77.47,0.0,20.0,30.0,6,7,2,1,1,0
20725,2010-02-08,42,69.3,5,46.142857142857146,58.57142857142857,53.0,72.70714285714286,90.64285714285714,80.98333333333333,110.0,22.0,57.0,0,8,2,1,0,0
20725,2010-02-09,60,99.0,3,49.0,57.5,54.4,77.42142857142856,88.87499999999999,83.29333333333334,42.0,61.0,248.0,1,9,2,1,0,0
20725,2010-02-10,16,26.4,2,48.857142857142854,44.07142857142857,52.4,77.18571428571428,69.575,80.66000000000001,60.0,40.0,22.0,2,10,2,1,0,0
20725,2010-02-11,64,105.6,3,45.42857142857143,43.642857142857146,52.13333333333333,71.52857142857142,68.86785714285715,80.22000000000001,16.0,60.0,40.0,3,11,2,1,0,0
20725,2010-02-12,0,0.0,0,46.0,45.357142857142854,54.266666666666666,72.47142857142856,71.69642857142857,83.74000000000001,64.0,30.0,110.0,4,12,2,1,0,0
20725,2010-02-13,0,0.0,0,41.714285714285715,37.5,53.93333333333333,65.97142857142856,60.160714285714285,83.19000000000001,0.0,0.0,0.0,5,13,2,1,1,0
20725,2010-02-14,21,34.65,3,41.714285714285715,37.5,50.266666666666666,65.97142857142856,60.160714285714285,77.80666666666667,0.0,110.0,20.0,6,14,2,1,1,0
20725,2010-02-15,181,278.65,8,29.0,37.57142857142857,50.63333333333333,47.85,60.278571428571425,78.41166666666666,21.0,42.0,22.0,0,15,2,1,0,0
20725,2010-02-16,14,23.1,2,48.857142857142854,48.92857142857143,56.666666666666664,77.75714285714285,77.58928571428571,87.7,181.0,60.0,61.0,1,16,2,1,0,0
20725,2010-02-17,32,52.8,4,42.285714285714285,45.57142857142857,56.333333333333336,66.91428571428571,72.05,87.14999999999999,14.0,16.0,40.0,2,17,2,1,0,0
20725,2010-02-18,140,211.0,5,44.57142857142857,45.0,57.333333333333336,70.68571428571428,71.10714285714285,88.8,32.0,64.0,60.0,3,18,2,1,0,0
20725,2010-02-19,64,105.6,4,55.42857142857143,50.714285714285715,61.03333333333333,85.74285714285713,79.10714285714286,94.23833333333333,140.0,0.0,30.0,4,19,2,1,0,0
20725,2010-02-20,0,0.0,0,64.57142857142857,53.142857142857146,57.43333333333333,100.82857142857142,83.39999999999999,89.29833333333333,64.0,0.0,0.0,5,20,2,1,1,0
20725,2010-02-21,10,16.5,1,64.57142857142857,53.142857142857146,53.666666666666664,100.82857142857142,83.39999999999999,83.75,0.0,21.0,110.0,6,21,2,1,1,0
20725,2010-02-22,24,39.6,3,63.0,46.0,49.8,98.23571428571428,73.04285714285713,78.03666666666666,10.0,181.0,42.0,0,22,2,1,0,0
20725,2010-02-23,165,252.25,7,40.57142857142857,44.714285714285715,50.6,64.08571428571429,70.92142857142856,79.35666666666665,24.0,14.0,60.0,1,23,2,1,0,0
20725,2010-02-24,112,164.8,3,62.142857142857146,52.214285714285715,55.1,96.82142857142857,81.86785714285713,86.115,165.0,32.0,16.0,2,24,2,1,0,0
20725,2010-02-25,22,36.3,3,73.57142857142857,59.07142857142857,56.93333333333333,112.82142857142857,91.75357142857142,88.47333333333333,112.0,140.0,64.0,3,25,2,1,0,0
20725,2010-02-26,40,66.0,3,56.714285714285715,56.07142857142857,49.4,87.86428571428573,86.80357142857143,77.37666666666668,22.0,64.0,0.0,4,26,2,1,0,0
20725,2010-02-27,0,0.0,0,53.285714285714285,58.92857142857143,50.0,82.20714285714287,91.51785714285714,78.36666666666666,40.0,0.0,0.0,5,27,2,1,1,0
20725,2010-02-28,9,14.85,3,53.285714285714285,58.92857142857143,48.666666666666664,82.20714285714287,91.51785714285714,76.16666666666667,0.0,10.0,21.0,6,28,2,1,1,0
20725,2010-03-01,40,66.0,4,53.142857142857146,58.07142857142857,45.3,81.97142857142856,90.10357142857143,71.27833333333334,9.0,24.0,181.0,0,1,3,1,0,0
20725,2010-03-02,14,23.1,2,55.42857142857143,48.0,46.63333333333333,85.74285714285713,74.91428571428571,73.47833333333332,40.0,165.0,14.0,1,2,3,1,0,0
20725,2010-03-03,151,229.15,6,33.857142857142854,48.0,46.43333333333333,53.00714285714285,74.91428571428573,73.14833333333333,14.0,112.0,32.0,2,3,3,1,0,0
20725,2010-03-04,141,212.64999999999998,6,39.42857142857143,56.5,50.733333333333334,62.199999999999996,87.51071428571429,79.57666666666667,151.0,22.0,140.0,3,4,3,1,0,0
20725,2010-03-05,55,90.75,6,56.42857142857143,56.57142857142857,53.4,87.39285714285714,87.62857142857142,83.31,141.0,40.0,64.0,4,5,3,1,0,0
20725,2010-03-06,0,0.0,0,58.57142857142857,55.92857142857143,53.9,90.92857142857143,86.56785714285714,84.135,55.0,0.0,0.0,5,6,3,1,1,0
20725,2010-03-07,1,1.65,1,58.57142857142857,55.92857142857143,51.9,90.92857142857143,86.56785714285714,80.83500000000001,0.0,9.0,10.0,6,7,3,1,1,0
20725,2010-03-08,80,132.0,4,57.42857142857143,55.285714285714285,50.93333333333333,89.04285714285713,85.50714285714285,79.37333333333332,1.0,40.0,24.0,0,8,3,1,0,0
20725,2010-03-09,44,72.6,5,63.142857142857146,59.285714285714285,53.6,98.47142857142856,92.10714285714286,83.77333333333333,80.0,14.0,165.0,1,9,3,1,0,0
20725,2010-03-10,126,187.9,4,67.42857142857143,50.642857142857146,51.4,105.54285714285716,79.27499999999999,80.81,44.0,151.0,112.0,2,10,3,1,0,0
20725,2010-03-11,71,117.15,5,63.857142857142854,51.642857142857146,54.2,99.64999999999999,80.925,84.76333333333332,126.0,141.0,22.0,3,11,3,1,0,0
20725,2010-03-12,10,16.5,1,53.857142857142854,55.142857142857146,54.56666666666667,86.00714285714285,86.70000000000002,85.36833333333333,71.0,55.0,40.0,4,12,3,1,0,0
20725,2010-03-13,0,0.0,0,47.42857142857143,53.0,54.36666666666667,75.39999999999999,83.16428571428573,85.03833333333333,10.0,0.0,0.0,5,13,3,1,1,0
20725,2010-03-14,2,3.3,2,47.42857142857143,53.0,52.233333333333334,75.39999999999999,83.16428571428573,81.51833333333333,0.0,1.0,9.0,6,14,3,1,1,0
20725,2010-03-15,12,19.8,1,47.57142857142857,52.5,52.3,75.63571428571429,82.33928571428571,81.62833333333333,2.0,80.0,40.0,0,15,3,1,0,0
20725,2010-03-16,125,183.85,4,37.857142857142854,50.5,52.7,59.607142857142854,79.03928571428571,82.28833333333333,12.0,44.0,14.0,1,16,3,1,0,0
20725,2010-03-17,70,113.5,6,49.42857142857143,58.42857142857143,56.166666666666664,75.5,90.52142857142857,87.26166666666668,125.0,126.0,151.0,2,17,3,1,0,0
20725,2010-03-18,43,70.95,5,41.42857142857143,52.642857142857146,52.46666666666667,64.87142857142858,82.26071428571427,81.75666666666667,70.0,71.0,141.0,3,18,3,1,0,0
20725,2010-03-19,26,40.9,4,37.42857142857143,45.642857142857146,53.43333333333333,58.27142857142858,72.13928571428572,83.35166666666667,43.0,10.0,55.0,4,19,3,1,0,0
20725,2010-03-20,0,0.0,0,39.714285714285715,43.57142857142857,53.233333333333334,61.75714285714285,68.57857142857144,82.955,26.0,0.0,0.0,5,20,3,1,1,0
20725,2010-03-21,106,154.9,3,39.714285714285715,43.57142857142857,48.56666666666667,61.75714285714285,68.57857142857142,75.92166666666667,0.0,2.0,1.0,6,21,3,1,1,0
20725,2010-03-22,30,49.5,3,54.57142857142857,51.07142857142857,49.96666666666667,83.41428571428571,79.52499999999999,77.56500000000001,106.0,12.0,80.0,0,22,3,1,0,0
20725,2010-03-23,87,143.55,6,57.142857142857146,47.5,50.96666666666667,87.65714285714284,73.63214285714285,79.215,30.0,125.0,44.0,1,23,3,1,0,0
20725,2010-03-24,20,33.0,2,51.714285714285715,50.57142857142857,53.53333333333333,81.9,78.70000000000002,83.45,87.0,70.0,126.0,2,24,3,1,0,0
20725,2010-03-25,20,33.0,2,44.57142857142857,43.0,53.4,70.4,67.63571428571429,83.23,20.0,43.0,71.0,3,25,3,1,0,0
20725,2010-03-26,4,6.6,2,41.285714285714285,39.357142857142854,48.56666666666667,64.97857142857143,61.625,75.92166666666667,20.0,26.0,10.0,4,26,3,1,0,0
20725,2010-03-27,0,0.0,0,38.142857142857146,38.92857142857143,44.96666666666667,60.07857142857143,60.917857142857144,70.64833333333333,4.0,0.0,0.0,5,27,3,1,1,0
20725,2010-03-28,11,18.15,2,38.142857142857146,38.92857142857143,44.233333333333334,60.07857142857143,60.917857142857144,69.43833333333332,0.0,106.0,2.0,6,28,3,1,1,0
20725,2010-03-29,61,100.65,4,24.571428571428573,39.57142857142857,43.266666666666666,40.54285714285714,61.978571428571435,67.84333333333333,11.0,30.0,12.0,0,29,3,1,0,0
20725,2010-03-30,150,225.5,5,29.0,43.07142857142857,45.3,47.85000000000001,67.75357142857142,71.19833333333334,61.0,87.0,125.0,1,30,3,1,0,0
20725,2010-03-31,40,66.0,4,38.0,44.857142857142854,50.0,59.55714285714286,70.72857142857143,78.22000000000001,150.0,20.0,70.0,2,31,3,1,0,0
20725,2010-04-01,124,184.6,4,40.857142857142854,42.714285714285715,50.0,64.27142857142857,67.33571428571429,78.22000000000001,40.0,20.0,43.0,3,1,4,2,0,0
20725,2010-04-02,0,0.0,0,55.714285714285715,48.5,53.666666666666664,85.92857142857143,75.45357142857142,83.60333333333332,124.0,4.0,26.0,4,2,4,2,0,0
20725,2010-04-03,0,0.0,0,55.142857142857146,46.642857142857146,48.63333333333333,84.98571428571428,72.53214285714286,75.965,0.0,0.0,0.0,5,3,4,2,1,0
20725,2010-04-04,0,0.0,0,55.142857142857146,46.642857142857146,43.93333333333333,84.98571428571428,72.53214285714286,68.87666666666668,0.0,11.0,106.0,6,4,4,2,1,0
20725,2010-04-05,0,0.0,0,53.57142857142857,39.07142857142857,42.1,82.39285714285714,61.46785714285714,65.85166666666667,0.0,61.0,30.0,0,5,4,2,0,0
20725,2010-04-06,31,51.15,3,44.857142857142854,36.92857142857143,42.1,68.01428571428572,57.93214285714286,65.85166666666667,0.0,150.0,87.0,1,6,4,2,0,0
20725,2010-04-07,50,82.5,2,27.857142857142858,32.92857142857143,43.1,43.107142857142854,51.332142857142856,67.50166666666667,31.0,40.0,20.0,2,7,4,2,0,0
20725,2010-04-08,140,211.0,4,29.285714285714285,35.07142857142857,42.1,45.464285714285715,54.86785714285714,65.85166666666666,50.0,124.0,20.0,3,8,4,2,0,0
20725,2010-04-09,42,69.3,6,31.571428571428573,43.642857142857146,45.3,49.23571428571428,67.58214285714286,70.465,140.0,0.0,4.0,4,9,4,2,0,0
20725,2010-04-10,0,0.0,0,37.57142857142857,46.357142857142854,42.5,59.135714285714286,72.06071428571428,66.51166666666667,42.0,0.0,0.0,5,10,4,2,1,0
20725,2010-04-11,32,52.8,2,37.57142857142857,46.357142857142854,40.13333333333333,59.135714285714286,72.06071428571428,62.60666666666666,0.0,0.0,11.0,6,11,4,2,1,0
20725,2010-04-12,13,21.45,2,42.142857142857146,47.857142857142854,40.86666666666667,66.67857142857143,74.53571428571429,63.81666666666667,32.0,0.0,61.0,0,12,4,2,0,0
20725,2010-04-13,126,187.9,3,44.0,44.42857142857143,41.3,69.74285714285715,68.87857142857143,64.53166666666667,13.0,31.0,150.0,1,13,4,2,0,0
20725,2010-04-14,40,66.0,3,57.57142857142857,42.714285714285715,45.43333333333333,89.27857142857144,66.19285714285715,70.68499999999999,126.0,50.0,40.0,2,14,4,2,0,0
20725,2010-04-15,32,52.8,4,56.142857142857146,42.714285714285715,46.36666666666667,86.92142857142858,66.19285714285715,72.225,40.0,140.0,124.0,3,15,4,2,0,0
20725,2010-04-16,222,326.3,5,40.714285714285715,36.142857142857146,43.266666666666666,64.32142857142857,56.778571428571425,67.85666666666667,32.0,42.0,0.0,4,16,4,2,0,0
20725,2010-04-17,0,0.0,0,66.42857142857143,52.0,48.333333333333336,101.03571428571429,80.08571428571429,74.95,222.0,0.0,0.0,5,17,4,2,1,0
20725,2010-04-18,42,64.5,8,66.42857142857143,52.0,46.9,101.03571428571429,80.08571428571429,72.585,0.0,32.0,0.0,6,18,4,2,1,0
20725,2010-04-19,98,149.7,12,67.85714285714286,55.0,47.43333333333333,102.70714285714287,84.69285714285715,73.37166666666667,42.0,13.0,0.0,0,19,4,2,0,0
20725,2010-04-20,54,81.89999999999999,9,80.0,62.0,50.7,121.02857142857144,95.38571428571429,78.36166666666668,98.0,126.0,31.0,1,20,4,2,0,0
20725,2010-04-21,12,19.8,2,69.71428571428571,63.642857142857146,48.96666666666667,105.88571428571429,97.58214285714284,75.92833333333333,54.0,40.0,50.0,2,21,4,2,0,0
20725,2010-04-22,51,84.15,6,65.71428571428571,60.92857142857143,48.36666666666667,99.28571428571429,93.10357142857141,74.93833333333333,12.0,32.0,140.0,3,22,4,2,0,0
20725,2010-04-23,30,49.5,2,68.42857142857143,54.57142857142857,47.166666666666664,103.7642857142857,84.04285714285713,72.95833333333333,51.0,222.0,42.0,4,23,4,2,0,0
20725,2010-04-24,0,0.0,0,41.0,53.714285714285715,47.5,64.22142857142856,82.62857142857142,73.50833333333334,30.0,0.0,0.0,5,24,4,2,1,0
20725,2010-04-25,33,54.45,5,41.0,53.714285714285715,46.833333333333336,64.22142857142856,82.62857142857142,72.40833333333333,0.0,42.0,32.0,6,25,4,2,1,0
20725,2010-04-26,22,36.3,3,39.714285714285715,53.785714285714285,47.8,62.785714285714285,82.74642857142858,74.00333333333333,33.0,98.0,13.0,0,26,4,2,0,0
20725,2010-04-27,90,148.5,4,28.857142857142858,54.42857142857143,48.53333333333333,46.58571428571429,83.80714285714285,75.21333333333334,22.0,54.0,126.0,1,27,4,2,0,0
20725,2010-04-28,60,99.0,4,34.0,51.857142857142854,51.166666666666664,56.10000000000001,80.99285714285713,79.55833333333334,90.0,12.0,40.0,2,28,4,2,0,0
20725,2010-04-29,50,82.5,5,40.857142857142854,53.285714285714285,51.13333333333333,67.41428571428571,83.35,79.50333333333333,60.0,51.0,32.0,3,29,4,2,0,0
20725,2010-04-30,21,34.65,3,40.714285714285715,54.57142857142857,47.8,67.17857142857143,85.47142857142856,74.73666666666666,50.0,30.0,222.0,4,30,4,2,0,0
20725,2010-05-01,0,0.0,0,39.42857142857143,40.214285714285715,47.166666666666664,65.05714285714286,64.63928571428572,73.69166666666665,21.0,0.0,0.0,5,1,5,2,1,0
20725,2010-05-02,63,103.95,6,39.42857142857143,40.214285714285715,43.03333333333333,65.05714285714285,64.63928571428572,67.53833333333333,0.0,33.0,42.0,6,2,5,2,1,0
20725,2010-05-03,0,0.0,0,43.714285714285715,41.714285714285715,45.13333333333333,72.12857142857142,67.45714285714287,71.00333333333333,63.0,22.0,98.0,0,3,5,2,0,0
20725,2010-05-04,80,132.0,6,40.57142857142857,34.714285714285715,45.13333333333333,66.94285714285715,56.76428571428572,71.00333333333333,0.0,90.0,54.0,1,4,5,2,0,0
20725,2010-05-05,110,161.5,2,39.142857142857146,36.57142857142857,47.8,64.58571428571429,60.34285714285714,75.40333333333334,80.0,60.0,12.0,2,5,5,2,0,0
20725,2010-05-06,304,461.6,8,46.285714285714285,43.57142857142857,51.46666666666667,73.51428571428572,70.46428571428571,80.78666666666666,110.0,50.0,51.0,3,6,5,2,0,0
20725,2010-05-07,180,273.0,7,82.57142857142857,61.642857142857146,60.56666666666667,127.67142857142858,97.425,94.46833333333333,304.0,21.0,30.0,4,7,5,2,0,0
20725,2010-05-08,0,0.0,0,105.28571428571429,72.35714285714286,64.9,161.7214285714286,113.38928571428572,100.81833333333334,180.0,0.0,0.0,5,8,5,2,1,0
20725,2010-05-09,35,57.75,5,105.28571428571429,72.35714285714286,60.233333333333334,161.7214285714286,113.38928571428572,93.78500000000001,0.0,63.0,33.0,6,9,5,2,1,0
20725,2010-05-10,62,102.3,4,101.28571428571429,72.5,60.0,155.12142857142857,113.625,93.4,35.0,0.0,22.0,0,10,5,2,0,0
20725,2010-05-11,162,247.3,7,110.14285714285714,75.35714285714286,62.06666666666667,169.7357142857143,118.33928571428571,96.80999999999999,62.0,80.0,90.0,1,11,5,2,0,0
20725,2010-05-12,110,161.5,2,121.85714285714286,80.5,66.4,186.20714285714286,125.39642857142857,103.29333333333334,162.0,110.0,60.0,2,12,5,2,0,0
20725,2010-05-13,125,186.25,4,121.85714285714286,84.07142857142857,69.63333333333334,186.20714285714286,129.8607142857143,107.96166666666666,110.0,304.0,50.0,3,13,5,2,0,0
20725,2010-05-14,25,41.25,2,96.28571428571429,89.42857142857143,69.6,146.87142857142857,137.27142857142857,107.90666666666668,125.0,180.0,21.0,4,14,5,2,0,0
20725,2010-05-15,0,0.0,0,74.14285714285714,89.71428571428571,69.1,113.76428571428572,137.74285714285716,107.08166666666668,25.0,0.0,0.0,5,15,5,2,1,0
20725,2010-05-16,30,49.5,5,74.14285714285714,89.71428571428571,68.03333333333333,113.76428571428572,137.74285714285716,105.32166666666667,0.0,35.0,63.0,6,16,5,2,1,0
20725,2010-05-17,20,33.0,2,73.42857142857143,87.35714285714286,61.63333333333333,112.58571428571429,133.85357142857143,96.095,30.0,62.0,0.0,0,17,5,2,0,0
20725,2010-05-18,10,16.5,1,67.42857142857143,88.78571428571429,62.3,102.6857142857143,136.2107142857143,97.195,20.0,162.0,80.0,1,18,5,2,0,0
20725,2010-05-19,60,99.0,4,45.714285714285715,83.78571428571429,61.233333333333334,69.71428571428571,127.96071428571429,95.595,10.0,110.0,110.0,2,19,5,2,0,0
20725,2010-05-20,57,94.05,7,38.57142857142857,80.21428571428571,59.96666666666667,60.785714285714285,123.49642857142858,93.905,60.0,125.0,304.0,3,20,5,2,0,0
20725,2010-05-21,42,67.3,5,28.857142857142858,62.57142857142857,60.06666666666667,47.614285714285714,97.24285714285713,94.30999999999999,57.0,25.0,180.0,4,21,5,2,0,0
20725,2010-05-22,0,0.0,0,31.285714285714285,52.714285714285715,61.06666666666667,51.33571428571429,82.55,95.89333333333335,42.0,0.0,0.0,5,22,5,2,1,0
20725,2010-05-23,72,118.8,6,31.285714285714285,52.714285714285715,59.36666666666667,51.33571428571429,82.55,93.08833333333334,0.0,30.0,35.0,6,23,5,2,1,0
