Date,DailyRevenue,DailyQuantity,DailyOrders,DailyCustomers,Revenue_MA7,Revenue_MA30,Quantity_MA7,Quantity_MA30,Revenue_Lag1,Revenue_Lag7,Revenue_Lag30,Quantity_Lag1,Quantity_Lag7,Quantity_Lag30
2010-01-30,0.0,0,0,0,20069.888714285717,17918.02706666667,11060.0,11984.166666666666,25382.441,0.0,0.0,9471.0,0.0,0.0
2010-01-31,18261.86,10557,48,47,20069.888714285717,17918.02706666667,11060.0,11984.166666666666,0.0,15552.32,0.0,0.0,8700.0,0.0
2010-02-01,16606.931,8581,56,49,20456.965857142863,18526.755733333335,11325.285714285714,12336.066666666668,18261.86,18346.54,0.0,10557.0,9104.0,0.0
2010-02-02,19532.03,10543,41,34,20208.450285714287,19080.3201,11250.57142857143,12622.1,16606.931,38570.37,0.0,8581.0,22305.0,0.0
2010-02-03,17230.061,9369,44,41,17488.687428571433,19731.387766666667,9570.285714285714,12973.533333333333,19532.03,23722.72,13415.09,10543.0,16985.0,10593.0
2010-02-04,22486.01,12794,62,52,16561.16471428572,19858.553466666668,8482.285714285714,12932.733333333334,17230.061,18914.83,19051.19,9369.0,10855.0,11288.0
2010-02-05,19420.74,9889,38,35,17071.33328571429,19973.047466666667,8759.285714285714,12982.933333333332,22486.01,25382.441,8731.26,12794.0,9471.0,7458.0
2010-02-06,0.0,0,0,0,16219.661714285718,20329.36346666667,8819.0,13063.966666666667,19420.74,0.0,72989.38,9889.0,0.0,40592.0
2010-02-07,17023.920000000002,11179,29,29,16219.661714285716,17896.384133333333,8819.0,11710.9,0.0,18261.86,30292.7,0.0,10557.0,12694.0
2010-02-08,13016.04,7043,49,45,16042.813142857147,17454.09146666667,8907.857142857143,11660.4,17023.920000000002,16606.931,0.0,11179.0,8581.0,0.0
2010-02-09,18398.260000000002,10629,51,51,15529.828714285715,17887.959466666667,8688.142857142857,11895.166666666666,13016.04,19532.03,23157.33,7043.0,10543.0,13291.0
2010-02-10,6082.34,3066,27,24,15367.861571428573,17729.323800000002,8700.42857142857,11806.433333333332,18398.260000000002,17230.061,19684.49,10629.0,9369.0,9414.0
2010-02-11,15061.87,9027,54,48,13775.330000000002,17275.9188,7800.0,11594.833333333334,6082.34,22486.01,38833.58,3066.0,12794.0,20782.0
2010-02-12,9728.96,7324,28,27,12714.738571428576,16483.528466666667,7261.857142857143,11203.0,15061.87,19420.74,12391.1,9027.0,9889.0,6541.0
2010-02-13,0.0,0,0,0,11330.198571428573,16394.79046666667,6895.428571428572,11229.1,9728.96,0.0,23721.64,7324.0,0.0,11788.0
2010-02-14,17772.19,10892,45,39,11330.198571428573,15604.069133333334,6895.428571428572,10836.166666666666,0.0,17023.920000000002,13499.550000000001,0.0,11179.0,8414.0
2010-02-15,42318.211,96358,43,35,11437.094285714289,15746.490466666668,6854.428571428572,10918.766666666666,17772.19,13016.04,0.0,10892.0,7043.0,0.0
2010-02-16,25669.010000000002,15744,58,51,15623.11871428572,17157.0975,19613.714285714286,14130.7,42318.211,18398.260000000002,17363.25,96358.0,10629.0,9910.0
2010-02-17,26455.22,24986,46,42,16661.79728571429,17433.956166666667,20344.428571428572,14325.166666666666,25669.010000000002,6082.34,12078.84,15744.0,3066.0,8319.0
2010-02-18,35737.24,19851,62,58,19572.208714285716,17913.168833333337,23475.85714285714,14880.733333333334,26455.22,15061.87,21892.791,24986.0,9027.0,12939.0
2010-02-19,18931.99,10862,34,30,22525.833000000002,18374.650466666666,25022.14285714286,15111.133333333333,35737.24,9728.96,13244.34,19851.0,7324.0,8208.0
2010-02-20,0.0,0,0,0,23840.551571428576,18564.238800000003,25527.571428571428,15199.6,18931.99,0.0,27359.23,10862.0,0.0,72900.0
2010-02-21,11394.731,5555,37,34,23840.551571428576,17652.26446666667,25527.571428571428,12769.6,0.0,17772.19,29345.83,0.0,10892.0,16974.0
2010-02-22,26336.24,13423,46,41,22929.486000000004,17053.894500000002,24765.14285714286,12388.966666666667,11394.731,42318.211,0.0,5555.0,96358.0,0.0
2010-02-23,20840.010000000002,11574,44,42,20646.347285714288,17931.769166666665,12917.285714285714,12836.4,26336.24,25669.010000000002,15552.32,13423.0,15744.0,8700.0
2010-02-24,30392.661,21941,59,47,19956.490142857143,18108.0255,12321.57142857143,12932.2,20840.010000000002,26455.22,18346.54,11574.0,24986.0,9104.0
2010-02-25,44604.16,26014,66,55,20518.981714285717,18509.562866666667,11886.57142857143,13360.1,30392.661,35737.24,38570.37,21941.0,19851.0,22305.0
2010-02-26,12778.641,6798,32,26,21785.684571428574,18710.6892,12767.0,13483.733333333334,44604.16,18931.99,23722.72,26014.0,10862.0,16985.0
2010-02-27,0.0,0,0,0,20906.634714285716,18345.886566666668,12186.42857142857,13144.166666666666,12778.641,0.0,18914.83,6798.0,0.0,10855.0
2010-02-28,16741.49,8419,53,50,20906.634714285716,17715.392233333332,12186.42857142857,12782.333333333334,0.0,11394.731,25382.441,0.0,5555.0,9471.0
2010-03-01,23933.87,21188,57,49,21670.45742857143,17427.360533333336,12595.57142857143,12747.266666666666,16741.49,26336.24,0.0,8419.0,13423.0,0.0
2010-03-02,21667.8,11019,52,48,21327.261714285716,18225.1562,13704.857142857143,13453.533333333333,23933.87,20840.010000000002,18261.86,21188.0,11574.0,10557.0
2010-03-03,31849.7,20031,60,53,21445.517428571427,18338.687533333334,13625.57142857143,13468.933333333332,21667.8,30392.661,16606.931,11019.0,21941.0,8581.0
2010-03-04,29966.35,18044,73,67,21653.66585714286,18846.779833333334,13352.714285714286,13850.6,31849.7,44604.16,19532.03,20031.0,26014.0,10543.0
2010-03-05,25361.64,17947,59,55,19562.550142857148,19194.590500000002,12214.142857142857,14100.633333333333,29966.35,12778.641,17230.061,18044.0,6798.0,9369.0
2010-03-06,0.0,0,0,0,21360.12142857143,19465.64313333334,13806.857142857143,14386.566666666668,25361.64,0.0,22486.01,17947.0,0.0,12794.0
2010-03-07,19034.6,10876,50,46,21360.12142857143,18716.10946666667,13806.857142857143,13960.1,0.0,16741.49,19420.74,0.0,8419.0,9889.0
2010-03-08,26605.58,13876,69,66,21687.708571428575,18703.238133333336,14157.857142857143,13993.0,19034.6,23933.87,0.0,10876.0,21188.0,0.0
2010-03-09,19665.69,11984,53,51,22069.38142857143,19590.0908,13113.285714285714,14455.533333333333,26605.58,21667.8,17023.920000000002,13876.0,11019.0,11179.0
2010-03-10,22905.79,17302,56,47,21783.36571428572,19678.149800000003,13251.142857142857,14482.366666666667,19665.69,31849.7,13016.04,11984.0,20031.0,7043.0
2010-03-11,21537.09,13706,46,39,20505.66428571429,20007.808133333332,12861.285714285714,14824.333333333334,22905.79,29966.35,18398.260000000002,17302.0,18044.0,10629.0
2010-03-12,19123.05,10586,35,30,19301.484285714287,20112.4358,12241.57142857143,14926.9,21537.09,25361.64,6082.34,13706.0,17947.0,3066.0
2010-03-13,0.0,0,0,0,18410.257142857146,20547.12613333333,11190.0,15177.566666666668,19123.05,0.0,15061.87,10586.0,0.0,9027.0
2010-03-14,8947.9,4927,24,22,18410.257142857146,20045.0638,11190.0,14876.666666666666,0.0,19034.6,9728.96,0.0,10876.0,7324.0
2010-03-15,20536.681,13990,49,41,16969.3,20019.028466666667,10340.142857142857,14796.766666666666,8947.9,26605.58,0.0,4927.0,13876.0,0.0
2010-03-16,21048.78,12256,43,42,16102.314428571428,20703.5845,10356.42857142857,15263.1,20536.681,19665.69,17772.19,13990.0,11984.0,10892.0
2010-03-17,29543.78,78565,44,40,16299.898714285713,20812.804166666665,10395.285714285714,15308.566666666668,21048.78,22905.79,42318.211,12256.0,17302.0,96358.0
2010-03-18,37570.75,20574,81,70,17248.183,20386.9898,19147.14285714286,14715.466666666667,29543.78,21537.09,25669.010000000002,78565.0,13706.0,15744.0
2010-03-19,35274.3,12780,52,47,19538.70585714286,20783.714466666668,20128.285714285714,14876.466666666667,37570.75,19123.05,26455.22,20574.0,10586.0,24986.0
2010-03-20,0.0,0,0,0,21846.027285714288,21077.6838,20441.714285714286,14469.6,35274.3,0.0,35737.24,12780.0,0.0,19851.0
2010-03-21,20485.48,12262,55,51,21846.027285714288,19886.442466666667,20441.714285714286,13807.9,0.0,8947.9,18931.99,0.0,4927.0,10862.0
2010-03-22,21494.16,12051,52,49,23494.253,19938.225466666667,21489.571428571428,13854.566666666668,20485.48,20536.681,0.0,12262.0,13990.0,0.0
2010-03-23,41826.29,54157,65,58,23631.035714285714,20654.69746666667,21212.571428571428,14256.266666666666,21494.16,21048.78,11394.731,12051.0,12256.0,5555.0
2010-03-24,25970.5,13663,66,59,26599.25142857143,21669.082766666666,27198.428571428572,15876.333333333334,41826.29,29543.78,26336.24,54157.0,78565.0,13423.0
2010-03-25,30503.38,16603,75,67,26088.782857142858,21656.891433333334,17926.714285714286,15884.333333333334,25970.5,37570.75,20840.010000000002,13663.0,20574.0,11574.0
2010-03-26,29867.35,20215,56,48,25079.158571428572,21979.00376666667,17359.428571428572,16051.966666666667,30503.38,35274.3,30392.661,16603.0,12780.0,21941.0
2010-03-27,0.0,0,0,0,24306.737142857146,21961.4934,18421.571428571428,15994.433333333332,29867.35,0.0,44604.16,20215.0,0.0,26014.0
2010-03-28,22402.0,14517,59,56,24306.737142857146,20474.688066666666,18421.571428571428,15127.3,0.0,20485.48,12778.641,0.0,12262.0,6798.0
2010-03-29,31740.38,18251,58,41,24580.52571428572,20795.4667,18743.714285714286,15384.6,22402.0,21494.16,0.0,14517.0,12051.0,0.0
2010-03-30,33524.51,18224,68,54,26044.271428571432,21853.47936666667,19629.428571428572,15992.966666666667,31740.38,41826.29,16741.49,18251.0,54157.0,8419.0
2010-03-31,24591.07,12506,67,59,24858.302857142862,22412.913366666668,14496.142857142857,16319.8,33524.51,25970.5,23933.87,18224.0,13663.0,21188.0
2010-04-01,28646.66,16895,74,72,24661.24142857143,22434.820033333333,14330.857142857143,16030.4,24591.07,30503.38,21667.8,12506.0,16603.0,11019.0
2010-04-02,0.0,0,0,0,24395.99571428572,22667.4487,14372.57142857143,16226.266666666666,28646.66,29867.35,31849.7,16895.0,20215.0,20031.0
2010-04-03,0.0,0,0,0,20129.23142857143,21605.792033333335,11484.714285714286,15558.566666666668,0.0,0.0,29966.35,0.0,0.0,18044.0
2010-04-04,0.0,0,0,0,20129.23142857143,20606.913699999997,11484.714285714286,14957.1,0.0,22402.0,25361.64,0.0,14517.0,17947.0
2010-04-05,0.0,0,0,0,16928.945714285717,19761.5257,9410.857142857143,14358.866666666667,0.0,31740.38,0.0,0.0,18251.0,0.0
2010-04-06,17900.83,12715,53,46,12394.605714285717,19761.5257,6803.571428571428,14358.866666666667,0.0,33524.51,19034.6,0.0,18224.0,10876.0
2010-04-07,32146.75,22970,59,46,10162.651428571431,19723.733366666664,6016.571428571428,14420.166666666666,17900.83,24591.07,26605.58,12715.0,12506.0,13876.0
2010-04-08,39866.6,25830,81,70,11242.034285714288,19908.439033333332,7511.428571428572,14723.3,32146.75,28646.66,19665.69,22970.0,16895.0,11984.0
2010-04-09,14668.53,8676,35,33,12844.882857142858,20581.8027,8787.857142857143,15184.833333333334,39866.6,0.0,22905.79,25830.0,0.0,17302.0
2010-04-10,0.0,0,0,0,14940.387142857144,20307.227366666666,10027.285714285714,14897.3,14668.53,0.0,21537.09,8676.0,0.0,13706.0
2010-04-11,19732.05,11585,42,40,14940.387142857144,19589.324366666664,10027.285714285714,14440.433333333332,0.0,0.0,19123.05,0.0,0.0,10586.0
2010-04-12,25912.471,12188,44,37,17759.25142857143,19609.624366666667,11682.285714285714,14473.733333333334,19732.05,0.0,0.0,11585.0,0.0,0.0
2010-04-13,25736.04,14373,49,43,21461.033,20473.3734,13423.42857142857,14880.0,25912.471,17900.83,8947.9,12188.0,12715.0,4927.0
2010-04-14,27054.25,16322,43,39,22580.348714285716,21032.978066666667,13660.285714285714,15194.866666666667,25736.04,32146.75,20536.681,14373.0,22970.0,13990.0
2010-04-15,19538.34,10700,64,57,21852.848714285716,21250.230366666667,12710.57142857143,15272.6,27054.25,39866.6,21048.78,16322.0,25830.0,12256.0
2010-04-16,19363.82,14781,38,37,18948.811571428574,21199.88236666667,10549.142857142857,15220.733333333334,19538.34,14668.53,29543.78,10700.0,8676.0,78565.0
2010-04-17,0.0,0,0,0,19619.56728571429,20860.550366666666,11421.285714285714,13094.6,19363.82,0.0,37570.75,14781.0,0.0,20574.0
2010-04-18,23934.46,12961,54,43,19619.56728571429,19608.192033333333,11421.285714285714,12408.8,0.0,19732.05,35274.3,0.0,11585.0,12780.0
2010-04-19,24561.04,14564,61,44,20219.911571428576,19230.197366666667,11617.857142857143,12414.833333333334,23934.46,25912.471,0.0,12961.0,12188.0,0.0
2010-04-20,21202.35,12416,62,53,20026.850000000002,20048.8987,11957.285714285714,12900.3,24561.04,25736.04,20485.48,14564.0,14373.0,12262.0
2010-04-21,25873.86,11566,60,51,19379.18,20072.794366666665,11677.714285714286,12905.433333333332,21202.35,27054.25,21494.16,12416.0,16322.0,12051.0
2010-04-22,35741.2,21229,77,67,19210.552857142862,20218.784366666667,10998.285714285714,12889.266666666666,25873.86,19538.34,41826.29,11566.0,10700.0,54157.0
2010-04-23,14969.64,9829,52,43,21525.247142857144,20015.948033333334,12502.42857142857,11791.666666666666,35741.2,19363.82,25970.5,21229.0,14781.0,13663.0
2010-04-24,0.0,0,0,0,20897.507142857146,19649.2527,11795.0,11663.866666666667,14969.64,0.0,30503.38,9829.0,0.0,16603.0
2010-04-25,16574.53,8380,46,44,20897.507142857146,18632.473366666665,11795.0,11110.433333333332,0.0,23934.46,29867.35,0.0,12961.0,20215.0
2010-04-26,29734.03,17979,73,66,19846.088571428576,18189.379366666664,11140.57142857143,10715.933333333332,16574.53,24561.04,0.0,8380.0,14564.0,0.0
2010-04-27,43534.06,22759,74,63,20585.087142857144,19180.5137,11628.42857142857,11315.233333333334,29734.03,21202.35,22402.0,17979.0,12416.0,14517.0
2010-04-28,31181.87,19058,70,62,23775.33142857143,19884.9157,13106.0,11589.966666666667,43534.06,25873.86,31740.38,22759.0,11566.0,18251.0
2010-04-29,29575.671,16370,76,71,24533.618571428575,19866.2987,14176.285714285714,11616.866666666667,31181.87,35741.2,33524.51,19058.0,21229.0,18224.0
2010-04-30,24532.95,16441,42,36,23652.828714285715,19734.670733333332,13482.142857142857,11555.066666666668,29575.671,14969.64,24591.07,16370.0,9829.0,12506.0
2010-05-01,0.0,0,0,0,25019.01585714286,19732.7334,14426.714285714286,11686.233333333334,24532.95,0.0,28646.66,16441.0,0.0,16895.0
2010-05-02,12342.17,6296,40,39,25019.01585714286,18777.84473333333,14426.714285714286,11123.066666666668,0.0,16574.53,0.0,0.0,8380.0,0.0
2010-05-03,0.0,0,0,0,24414.393000000004,19189.2504,14129.0,11332.933333333332,12342.17,29734.03,0.0,6296.0,17979.0,0.0
2010-05-04,18945.33,10501,48,43,20166.67442857143,19189.2504,11560.57142857143,11332.933333333332,0.0,43534.06,0.0,0.0,22759.0,0.0
2010-05-05,23625.22,14814,66,57,16653.998714285717,19820.7614,9809.42857142857,11682.966666666667,18945.33,31181.87,0.0,10501.0,19058.0,0.0
2010-05-06,51704.13,30422,76,68,15574.477285714287,20608.268733333334,9203.142857142857,12176.766666666666,23625.22,29575.671,17900.83,14814.0,16370.0,12715.0
2010-05-07,31976.09,22834,63,48,18735.685714285715,21735.045400000003,11210.57142857143,12767.0,51704.13,24532.95,32146.75,30422.0,16441.0,22970.0
2010-05-08,0.0,0,0,0,19798.99142857143,21729.356733333334,12123.857142857143,12762.466666666667,31976.09,0.0,39866.6,22834.0,0.0,25830.0
2010-05-09,22852.06,11825,62,52,19798.99142857143,20400.470066666665,12123.857142857143,11901.466666666667,0.0,12342.17,14668.53,0.0,6296.0,8676.0
2010-05-10,26496.43,14734,70,65,21300.40428571429,20673.254399999998,12913.714285714286,12006.433333333332,22852.06,0.0,0.0,11825.0,0.0,0.0
2010-05-11,25201.04,17134,62,59,25085.608571428573,21556.468733333335,15018.57142857143,12497.566666666668,26496.43,18945.33,19732.05,14734.0,10501.0,11585.0
2010-05-12,29744.74,21360,64,51,25979.28142857143,21738.7684,15966.142857142857,12682.533333333333,25201.04,23625.22,25912.471,17134.0,14814.0,12188.0
2010-05-13,38966.0,26351,64,58,26853.49857142857,21866.5107,16901.285714285714,12988.266666666666,29744.74,51704.13,25736.04,21360.0,30422.0,14373.0
2010-05-14,16895.24,13848,40,36,25033.76571428572,22307.50936666667,16319.714285714286,13387.533333333333,38966.0,31976.09,27054.25,26351.0,22834.0,16322.0
2010-05-15,0.0,0,0,0,22879.358571428576,21968.8757,15036.0,13305.066666666668,16895.24,0.0,19538.34,13848.0,0.0,10700.0
2010-05-16,18370.09,11028,44,38,22879.358571428576,21317.5977,15036.0,12948.4,0.0,22852.06,19363.82,0.0,11825.0,14781.0
2010-05-17,23290.76,13483,46,42,22239.077142857142,21284.473366666665,14922.142857142857,12823.3,18370.09,26496.43,0.0,11028.0,14734.0,0.0
2010-05-18,26164.58,21947,60,51,21781.12428571429,22060.832033333332,14743.42857142857,13272.733333333334,23290.76,25201.04,23934.46,13483.0,17134.0,12961.0
2010-05-19,16575.5,9421,58,56,21918.772857142863,22135.169366666665,15431.0,13572.266666666666,26164.58,29744.74,24561.04,21947.0,21360.0,14564.0
2010-05-20,25331.44,15470,66,57,20037.45285714286,21868.984699999997,13725.42857142857,13400.833333333334,16575.5,38966.0,21202.35,9421.0,26351.0,12416.0
2010-05-21,22494.36,9052,44,39,18089.658571428572,22006.621033333337,12171.0,13502.633333333333,25331.44,16895.24,25873.86,15470.0,13848.0,11566.0
2010-05-22,0.0,0,0,0,18889.532857142858,21893.971033333335,11485.857142857143,13418.833333333334,22494.36,0.0,35741.2,9052.0,0.0,21229.0
2010-05-23,24824.93,13755,48,41,18889.532857142858,20702.5977,11485.857142857143,12711.2,0.0,18370.09,14969.64,0.0,11028.0,9829.0
2010-05-24,33536.19,32351,67,61,19811.652857142857,21031.107366666667,11875.42857142857,12842.066666666668,24824.93,23290.76,0.0,13755.0,13483.0,0.0
2010-05-25,20415.92,14606,57,52,21275.285714285717,22148.980366666667,14570.857142857143,13920.433333333332,33536.19,26164.58,16574.53,32351.0,21947.0,8380.0
2010-05-26,29586.64,18023,69,64,20454.048571428575,22277.026700000002,13522.142857142857,14127.966666666667,20415.92,16575.5,29734.03,14606.0,9421.0,17979.0
2010-05-27,29221.670000000002,17496,83,77,22312.782857142858,22272.1137,14751.0,14129.433333333332,29586.64,25331.44,43534.06,18023.0,15470.0,22759.0
2010-05-28,18569.88,12005,49,43,22868.530000000002,21795.034033333333,15040.42857142857,13954.0,29221.670000000002,22494.36,31181.87,17496.0,9052.0,19058.0
2010-05-29,0.0,0,0,0,22307.890000000007,21374.634366666665,15462.285714285714,13718.9,18569.88,0.0,29575.671,12005.0,0.0,16370.0
2010-05-30,10702.97,6204,31,30,22307.890000000007,20388.778666666665,15462.285714285714,13173.233333333334,0.0,24824.93,24532.95,0.0,13755.0,16441.0
2010-05-31,0.0,0,0,0,20290.467142857146,19927.779333333332,14383.57142857143,12832.0,10702.97,33536.19,0.0,6204.0,32351.0,0.0
2010-06-01,13093.79,7769,36,33,15499.582857142857,19927.779333333332,9762.0,12832.0,0.0,20415.92,12342.17,0.0,14606.0,6296.0
2010-06-02,13714.76,11289,42,38,14453.564285714287,19952.833333333332,8785.285714285714,12881.1,13093.79,29586.64,0.0,7769.0,18023.0,0.0
2010-06-03,26644.63,16947,62,52,12186.15285714286,20409.992000000002,7823.285714285715,13257.4,13714.76,29221.670000000002,18945.33,11289.0,17496.0,10501.0
2010-06-04,11447.73,6389,34,29,11818.004285714287,20666.635333333335,7744.857142857143,13472.266666666666,26644.63,18569.88,23625.22,16947.0,12005.0,14814.0
